instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt 
568,2011-01-25,1,0,1,20,0,2,1,1,0.24,0.2273,0.65,0.19399999999999998,16,103,119
4763,2011-07-22,3,0,7,8,0,5,1,2,0.84,0.8485,0.63,0.1642,30,292,322
6757,2011-10-14,4,0,10,2,0,5,1,1,0.56,0.5303,0.94,0.1642,0,6,6
14158,2012-08-18,3,1,8,2,0,6,0,3,0.62,0.5606,0.88,0.1642,4,39,43
3021,2011-05-10,2,0,5,18,0,2,1,1,0.64,0.6212,0.29,0.1343,70,480,550
3507,2011-05-31,2,0,5,0,0,2,1,1,0.7,0.6667,0.79,0.0896,9,20,29
11945,2012-05-17,2,1,5,21,0,4,1,1,0.58,0.5455,0.4,0.1045,45,254,299
15757,2012-10-23,4,1,10,17,0,2,1,1,0.68,0.6364,0.41,0.0,67,871,938
14299,2012-08-23,3,1,8,23,0,4,1,2,0.66,0.6212,0.69,0.0,24,133,157
4998,2011-08-01,3,0,8,3,0,1,1,1,0.7,0.6667,0.79,0.1642,0,4,4
9614,2012-02-10,1,1,2,12,0,5,1,2,0.3,0.303,0.42,0.1343,8,168,176
16801,2012-12-07,4,1,12,19,0,5,1,2,0.38,0.3939,0.76,0.0,15,337,352
6515,2011-10-04,4,0,10,0,0,2,1,2,0.4,0.4091,0.87,0.0896,5,22,27
12724,2012-06-19,2,1,6,8,0,2,1,2,0.6,0.5758,0.78,0.1642,40,633,673
15088,2012-09-25,4,1,9,20,0,2,1,1,0.6,0.6212,0.56,0.2985,37,388,425
11716,2012-05-08,2,1,5,8,0,2,1,2,0.54,0.5152,0.73,0.2985,36,605,641
17101,2012-12-20,4,1,12,7,0,4,1,2,0.3,0.3333,0.7,0.0,4,346,350
3708,2011-06-08,2,0,6,9,0,3,1,1,0.76,0.7121,0.58,0.1642,34,168,202
7358,2011-11-08,4,0,11,4,0,2,1,1,0.3,0.3333,0.87,0.0,0,4,4
16235,2012-11-14,4,1,11,4,0,3,1,1,0.22,0.2273,0.69,0.19399999999999998,0,6,6
10551,2012-03-20,1,1,3,17,0,2,1,1,0.6,0.5909,0.73,0.19399999999999998,108,642,750
5909,2011-09-08,3,0,9,17,0,4,1,3,0.64,0.5606,0.94,0.2836,11,102,113
13486,2012-07-21,3,1,7,2,0,6,0,3,0.6,0.5455,0.88,0.2836,5,55,60
15520,2012-10-13,4,1,10,20,0,6,0,1,0.4,0.4091,0.54,0.0896,57,198,255
7819,2011-11-27,4,0,11,9,0,0,0,1,0.46,0.4545,0.72,0.2836,21,90,111
8541,2011-12-27,1,0,12,14,0,2,1,3,0.42,0.4242,0.82,0.3881,0,14,14
6016,2011-09-13,3,0,9,5,0,2,1,1,0.56,0.5303,0.88,0.0,1,19,20
17182,2012-12-23,1,1,12,16,0,0,0,1,0.34,0.3333,0.34,0.19399999999999998,53,137,190
4716,2011-07-20,3,0,7,9,0,3,1,1,0.74,0.6970000000000001,0.7,0.0896,28,181,209
12457,2012-06-08,2,1,6,5,0,5,1,1,0.5,0.4848,0.72,0.1045,1,28,29
7580,2011-11-17,4,0,11,10,0,4,1,2,0.34,0.303,0.61,0.3284,7,74,81
4005,2011-06-20,2,0,6,18,0,1,1,1,0.7,0.6515,0.61,0.2537,64,474,538
12335,2012-06-03,2,1,6,3,0,0,0,1,0.52,0.5,0.63,0.1045,16,34,50
10016,2012-02-27,1,1,2,8,0,1,1,1,0.24,0.2424,0.6,0.0,14,514,528
2630,2011-04-24,2,0,4,11,0,0,0,1,0.66,0.6212,0.65,0.1343,124,193,317
13435,2012-07-18,3,1,7,23,0,3,1,1,0.76,0.7121,0.58,0.0896,19,112,131
4736,2011-07-21,3,0,7,5,0,4,1,2,0.72,0.7121,0.84,0.1045,2,16,18
14480,2012-08-31,3,1,8,12,0,5,1,1,0.86,0.7424,0.26,0.2537,120,290,410
15484,2012-10-12,4,1,10,8,0,5,1,1,0.42,0.4242,0.71,0.0896,34,711,745
4279,2011-07-02,3,0,7,4,0,6,0,1,0.62,0.6061,0.61,0.0,3,8,11
9146,2012-01-21,1,1,1,23,0,6,0,2,0.16,0.1515,0.8,0.2537,1,51,52
6842,2011-10-17,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.2537,66,142,208
7406,2011-11-10,4,0,11,4,0,4,1,1,0.38,0.3939,0.94,0.0896,1,2,3
7630,2011-11-19,4,0,11,12,0,6,0,1,0.4,0.4091,0.35,0.2836,93,218,311
7609,2011-11-18,4,0,11,15,0,5,1,1,0.34,0.3333,0.29,0.1343,27,151,178
6556,2011-10-05,4,0,10,17,0,3,1,1,0.64,0.6212,0.47,0.2537,66,525,591
8854,2012-01-09,1,1,1,17,0,1,1,3,0.22,0.2727,0.87,0.0,5,147,152
2737,2011-04-28,2,0,4,22,0,4,1,1,0.54,0.5152,0.45,0.1642,34,119,153
10717,2012-03-27,2,1,3,15,0,2,1,1,0.42,0.4242,0.2,0.0,42,158,200
9672,2012-02-12,1,1,2,22,0,0,0,1,0.14,0.1515,0.43,0.1642,0,28,28
17010,2012-12-16,4,1,12,12,0,0,0,2,0.38,0.3939,0.82,0.19399999999999998,67,350,417
12069,2012-05-23,2,1,5,1,0,3,1,1,0.6,0.5606,0.83,0.1642,23,9,32
7659,2011-11-20,4,0,11,17,0,0,0,2,0.52,0.5,0.63,0.19399999999999998,35,168,203
8794,2012-01-07,1,1,1,5,0,6,0,1,0.26,0.2727,0.75,0.1045,2,7,9
14173,2012-08-18,3,1,8,17,0,6,0,1,0.76,0.6667,0.37,0.2239,256,379,635
8759,2012-01-05,1,1,1,18,0,4,1,1,0.34,0.3333,0.36,0.1642,9,374,383
12345,2012-06-03,2,1,6,13,0,0,0,1,0.68,0.6364,0.36,0.2836,265,421,686
8707,2012-01-03,1,1,1,14,0,2,1,1,0.16,0.1212,0.43,0.5224,7,72,79
9627,2012-02-11,1,1,2,1,0,6,0,3,0.28,0.2879,0.81,0.1343,2,43,45
11684,2012-05-07,2,1,5,0,0,1,1,2,0.52,0.5,0.77,0.1343,13,21,34
17103,2012-12-20,4,1,12,9,0,4,1,2,0.3,0.3333,0.7,0.0,14,303,317
13154,2012-07-07,3,1,7,6,0,6,0,1,0.74,0.7121,0.74,0.1045,4,27,31
9275,2012-01-27,1,1,1,8,0,5,1,3,0.5,0.4848,0.88,0.2836,14,206,220
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48
14949,2012-09-20,3,1,9,1,0,4,1,1,0.46,0.4545,0.72,0.1045,4,14,18
6669,2011-10-10,4,0,10,10,1,1,0,1,0.56,0.5303,0.73,0.1642,107,158,265
359,2011-01-16,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79
10410,2012-03-14,1,1,3,20,0,3,1,1,0.62,0.6212,0.35,0.1045,44,286,330
16418,2012-11-21,4,1,11,19,0,3,1,1,0.38,0.3939,0.43,0.19399999999999998,23,220,243
13003,2012-06-30,3,1,6,23,0,6,0,1,0.78,0.7424,0.62,0.0896,33,119,152
160,2011-01-07,1,0,1,22,0,5,1,2,0.18,0.19699999999999998,0.43,0.1642,2,34,36
12505,2012-06-10,2,1,6,5,0,0,0,1,0.62,0.6061,0.69,0.0896,3,10,13
10511,2012-03-19,1,1,3,1,0,1,1,1,0.46,0.4545,0.88,0.1045,0,15,15
10144,2012-03-03,1,1,3,17,0,6,0,1,0.5,0.4848,0.23,0.3284,106,279,385
4480,2011-07-10,3,0,7,13,0,0,0,1,0.8,0.7273,0.46,0.2985,139,228,367
9585,2012-02-09,1,1,2,7,0,4,1,1,0.2,0.19699999999999998,0.69,0.2537,4,263,267
7837,2011-11-28,4,0,11,4,0,1,1,1,0.44,0.4394,0.82,0.0896,0,4,4
12759,2012-06-20,2,1,6,19,0,3,1,1,0.88,0.7879,0.37,0.2537,90,449,539
1853,2011-03-22,2,0,3,22,0,2,1,2,0.4,0.4091,0.58,0.2537,13,57,70
5718,2011-08-31,3,0,8,16,0,3,1,1,0.74,0.6667,0.42,0.1343,46,263,309
1005,2011-02-14,1,0,2,12,0,1,1,1,0.56,0.5303,0.22,0.4478,27,99,126
16936,2012-12-13,4,1,12,10,0,4,1,1,0.32,0.303,0.45,0.2836,28,139,167
7948,2011-12-02,4,0,12,19,0,5,1,1,0.34,0.3182,0.53,0.2537,13,252,265
6432,2011-09-30,4,0,9,13,0,5,1,2,0.66,0.6212,0.47,0.3284,72,194,266
8332,2011-12-18,4,0,12,19,0,0,0,1,0.26,0.2727,0.52,0.1343,5,130,135
8773,2012-01-06,1,1,1,8,0,5,1,1,0.24,0.2424,0.7,0.1343,11,436,447
2860,2011-05-04,2,0,5,1,0,3,1,3,0.5,0.4848,0.82,0.2836,1,6,7
6761,2011-10-14,4,0,10,6,0,5,1,3,0.56,0.5303,0.88,0.19399999999999998,4,90,94
5231,2011-08-10,3,0,8,20,0,3,1,1,0.76,0.6667,0.31,0.1343,59,253,312
15586,2012-10-16,4,1,10,14,0,2,1,1,0.54,0.5152,0.39,0.2537,94,214,308
9953,2012-02-24,1,1,2,17,0,5,1,3,0.42,0.4242,0.94,0.1045,14,242,256
9785,2012-02-17,1,1,2,15,0,5,1,1,0.42,0.4242,0.35,0.4179,41,180,221
15542,2012-10-14,4,1,10,18,0,0,0,1,0.58,0.5455,0.6,0.2537,134,319,453
7661,2011-11-20,4,0,11,19,0,0,0,2,0.5,0.4848,0.72,0.1045,17,140,157
14777,2012-09-12,3,1,9,21,0,3,1,1,0.6,0.6061,0.6,0.1343,27,279,306
14083,2012-08-14,3,1,8,23,0,2,1,1,0.72,0.6818,0.66,0.1642,53,114,167
9548,2012-02-07,1,1,2,18,0,2,1,1,0.42,0.4242,0.38,0.19399999999999998,10,508,518
13903,2012-08-07,3,1,8,11,0,2,1,2,0.76,0.7273,0.66,0.0896,84,130,214
4455,2011-07-09,3,0,7,12,0,6,0,1,0.8,0.7273,0.46,0.2537,145,221,366
2957,2011-05-08,2,0,5,2,0,0,0,1,0.48,0.4697,0.63,0.0,17,42,59
12155,2012-05-26,2,1,5,15,0,6,0,1,0.76,0.7273,0.66,0.2836,274,239,513
8822,2012-01-08,1,1,1,9,0,0,0,1,0.32,0.3333,0.53,0.1343,23,102,125
6229,2011-09-22,3,0,9,2,0,4,1,2,0.6,0.5152,0.94,0.1045,2,8,10
9653,2012-02-12,1,1,2,3,0,0,0,2,0.1,0.0455,0.46,0.6866,0,14,14
11032,2012-04-09,2,1,4,19,0,1,1,1,0.52,0.5,0.34,0.3582,35,386,421
431,2011-01-19,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28
3498,2011-05-30,2,0,5,15,1,1,0,1,0.88,0.8029999999999999,0.39,0.2537,132,179,311
16783,2012-12-07,4,1,12,1,0,5,1,2,0.24,0.2273,0.7,0.19399999999999998,2,26,28
16623,2012-11-30,4,1,11,9,0,5,1,1,0.24,0.2576,0.75,0.0896,17,313,330
16881,2012-12-11,4,1,12,3,0,2,1,3,0.36,0.3333,0.76,0.2836,0,3,3
9086,2012-01-19,1,1,1,11,0,4,1,1,0.16,0.1667,0.55,0.1642,6,93,99
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.19399999999999998,0,3,3
908,2011-02-10,1,0,2,8,0,4,1,1,0.1,0.0758,0.49,0.3284,5,173,178
11780,2012-05-11,2,1,5,0,0,5,1,1,0.46,0.4545,0.55,0.1045,17,47,64
1782,2011-03-19,1,0,3,22,0,6,0,1,0.4,0.4091,0.37,0.3284,27,45,72
2117,2011-04-03,2,0,4,1,0,0,0,1,0.3,0.3182,0.61,0.1045,8,26,34
1421,2011-03-04,1,0,3,11,0,5,1,1,0.28,0.2727,0.52,0.2239,16,73,89
12677,2012-06-17,2,1,6,9,0,0,0,1,0.56,0.5303,0.68,0.1642,91,183,274
5250,2011-08-11,3,0,8,15,0,4,1,1,0.8,0.6970000000000001,0.29,0.2985,52,126,178
15245,2012-10-02,4,1,10,9,0,2,1,3,0.58,0.5455,0.88,0.1343,3,83,86
363,2011-01-16,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91
7127,2011-10-29,4,0,10,13,0,6,0,3,0.24,0.19699999999999998,0.87,0.5224,0,30,30
809,2011-02-06,1,0,2,3,0,0,0,1,0.26,0.2879,0.6,0.0896,3,10,13
7175,2011-10-31,4,0,10,13,0,1,1,2,0.44,0.4394,0.44,0.2239,24,128,152
11450,2012-04-27,2,1,4,6,0,5,1,1,0.4,0.4091,0.43,0.2537,5,115,120
15238,2012-10-02,4,1,10,2,0,2,1,2,0.54,0.5152,0.77,0.1045,0,2,2
7492,2011-11-13,4,0,11,18,0,0,0,1,0.52,0.5,0.27,0.3284,35,155,190
3128,2011-05-15,2,0,5,5,0,0,0,3,0.52,0.5,1.0,0.1045,3,11,14
11000,2012-04-08,2,1,4,11,0,0,0,1,0.5,0.4848,0.25,0.2836,195,209,404
2602,2011-04-23,2,0,4,7,0,6,0,3,0.34,0.3333,1.0,0.1642,2,17,19
16410,2012-11-21,4,1,11,11,0,3,1,1,0.4,0.4091,0.5,0.19399999999999998,43,198,241
10374,2012-03-13,1,1,3,8,0,2,1,1,0.46,0.4545,0.82,0.2836,22,571,593
3515,2011-05-31,2,0,5,8,0,2,1,1,0.78,0.7424,0.59,0.1343,34,372,406
11455,2012-04-27,2,1,4,11,0,5,1,1,0.44,0.4394,0.38,0.3284,47,186,233
3347,2011-05-24,2,0,5,8,0,2,1,3,0.62,0.5758,0.83,0.2239,31,403,434
5672,2011-08-29,3,0,8,18,0,1,1,1,0.66,0.6212,0.47,0.2537,60,487,547
16353,2012-11-19,4,1,11,2,0,1,1,2,0.36,0.3333,0.66,0.2537,0,5,5
2183,2011-04-05,2,0,4,19,0,2,1,1,0.36,0.3333,0.43,0.2985,12,148,160
15443,2012-10-10,4,1,10,15,0,3,1,1,0.6,0.6212,0.4,0.1642,58,261,319
2302,2011-04-10,2,0,4,18,0,0,0,1,0.5,0.4848,0.77,0.19399999999999998,103,137,240
4274,2011-07-01,3,0,7,23,0,5,1,1,0.68,0.6364,0.47,0.0896,44,96,140
12425,2012-06-06,2,1,6,21,0,3,1,1,0.54,0.5152,0.73,0.1642,38,260,298
5717,2011-08-31,3,0,8,15,0,3,1,1,0.74,0.6515,0.4,0.1343,34,138,172
1088,2011-02-18,1,0,2,1,0,5,1,1,0.44,0.4394,0.72,0.2239,1,7,8
11416,2012-04-25,2,1,4,20,0,3,1,1,0.56,0.5303,0.22,0.0896,22,358,380
6450,2011-10-01,4,0,10,7,0,6,0,3,0.42,0.4242,0.67,0.2537,6,30,36
4693,2011-07-19,3,0,7,10,0,2,1,2,0.82,0.7879,0.56,0.1642,29,112,141
3564,2011-06-02,2,0,6,9,0,4,1,1,0.72,0.6364,0.26,0.3582,28,197,225
16232,2012-11-14,4,1,11,1,0,3,1,1,0.24,0.2121,0.6,0.2985,2,10,12
5596,2011-08-26,3,0,8,1,0,5,1,1,0.62,0.5758,0.83,0.0,10,13,23
9684,2012-02-13,1,1,2,10,0,1,1,1,0.14,0.1515,0.5,0.1343,1,70,71
14311,2012-08-24,3,1,8,11,0,5,1,2,0.76,0.6818,0.48,0.1045,69,212,281
9018,2012-01-16,1,1,1,14,1,1,0,1,0.24,0.2121,0.44,0.3881,23,158,181
2165,2011-04-05,2,0,4,1,0,2,1,3,0.62,0.6212,0.57,0.4179,10,5,15
16620,2012-11-30,4,1,11,6,0,5,1,1,0.2,0.2576,0.86,0.0,2,104,106
8972,2012-01-14,1,1,1,16,0,6,0,1,0.24,0.2273,0.38,0.2239,28,178,206
9846,2012-02-20,1,1,2,5,1,1,0,2,0.24,0.2121,0.6,0.3582,0,6,6
7564,2011-11-16,4,0,11,18,0,3,1,3,0.46,0.4545,0.88,0.3881,13,176,189
14831,2012-09-15,3,1,9,3,0,6,0,1,0.6,0.5909,0.73,0.2537,6,31,37
12593,2012-06-13,2,1,6,21,0,3,1,1,0.64,0.6212,0.44,0.3582,79,317,396
3091,2011-05-13,2,0,5,16,0,5,1,2,0.52,0.5,0.88,0.1343,44,256,300
8112,2011-12-09,4,0,12,15,0,5,1,1,0.38,0.3939,0.46,0.2836,29,160,189
16659,2012-12-01,4,1,12,21,0,6,0,2,0.3,0.3333,0.87,0.0,23,135,158
16636,2012-11-30,4,1,11,22,0,5,1,1,0.3,0.3333,0.75,0.0,18,145,163
1302,2011-02-27,1,0,2,10,0,0,0,1,0.3,0.303,0.81,0.1642,24,79,103
10254,2012-03-08,1,1,3,7,0,4,1,1,0.42,0.4242,0.77,0.3582,8,326,334
10225,2012-03-07,1,1,3,2,0,3,1,1,0.3,0.2879,0.56,0.2836,0,4,4
11186,2012-04-16,2,1,4,6,1,1,0,1,0.52,0.5,0.83,0.1642,10,123,133
5821,2011-09-04,3,0,9,23,0,0,0,2,0.72,0.6818,0.7,0.1642,46,58,104
4993,2011-07-31,3,0,7,22,0,0,0,1,0.74,0.6970000000000001,0.7,0.2985,25,71,96
11370,2012-04-23,2,1,4,22,0,1,1,1,0.32,0.3182,0.76,0.19399999999999998,18,71,89
1235,2011-02-24,1,0,2,13,0,4,1,2,0.38,0.3939,0.54,0.2985,16,72,88
15106,2012-09-26,4,1,9,14,0,3,1,1,0.74,0.6667,0.48,0.2836,60,217,277
7807,2011-11-26,4,0,11,21,0,6,0,2,0.38,0.3939,0.82,0.0,20,72,92
466,2011-01-21,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63
2497,2011-04-18,2,0,4,22,0,1,1,1,0.52,0.5,0.55,0.2836,9,81,90
1629,2011-03-13,1,0,3,9,0,0,0,1,0.4,0.4091,0.5,0.4179,8,36,44
175,2011-01-08,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102
6510,2011-10-03,4,0,10,19,0,1,1,1,0.4,0.4091,0.76,0.0,15,300,315
9260,2012-01-26,1,1,1,17,0,4,1,2,0.42,0.4242,0.71,0.0,16,397,413
16277,2012-11-15,4,1,11,22,0,4,1,2,0.32,0.3182,0.66,0.1642,10,143,153
5920,2011-09-09,3,0,9,4,0,5,1,3,0.62,0.5455,0.94,0.1642,0,3,3
15430,2012-10-10,4,1,10,2,0,3,1,2,0.46,0.4545,0.88,0.0,2,6,8
4314,2011-07-03,3,0,7,15,0,0,0,1,0.84,0.8029999999999999,0.53,0.2985,194,182,376
1552,2011-03-10,1,0,3,0,0,4,1,3,0.34,0.3182,0.0,0.2537,3,0,3
1618,2011-03-12,1,0,3,21,0,6,0,1,0.38,0.3939,0.62,0.0,36,46,82
8881,2012-01-10,1,1,1,21,0,2,1,1,0.32,0.3333,0.66,0.0896,7,109,116
117,2011-01-06,1,0,1,1,0,4,1,1,0.16,0.2273,0.64,0.0,0,4,4
372,2011-01-16,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18
10846,2012-04-02,2,1,4,0,0,1,1,3,0.44,0.4394,0.82,0.1045,6,11,17
1345,2011-03-01,1,0,3,7,0,2,1,1,0.2,0.1818,0.59,0.3284,2,105,107
7866,2011-11-29,4,0,11,9,0,2,1,3,0.56,0.5303,0.73,0.4179,5,197,202
7908,2011-12-01,4,0,12,3,0,4,1,1,0.26,0.2424,0.56,0.2537,1,6,7
17084,2012-12-19,4,1,12,14,0,3,1,1,0.42,0.4242,0.5,0.19399999999999998,33,185,218
15209,2012-09-30,4,1,9,21,0,0,0,1,0.5,0.4848,0.68,0.0,19,104,123
15439,2012-10-10,4,1,10,11,0,3,1,1,0.54,0.5152,0.52,0.19399999999999998,53,238,291
4181,2011-06-28,3,0,6,2,0,2,1,2,0.66,0.6212,0.74,0.0,2,9,11
8796,2012-01-07,1,1,1,7,0,6,0,1,0.22,0.2273,0.87,0.19399999999999998,0,20,20
5251,2011-08-11,3,0,8,16,0,4,1,1,0.8,0.6970000000000001,0.27,0.19399999999999998,57,241,298
14044,2012-08-13,3,1,8,8,0,1,1,2,0.72,0.6667,0.51,0.0896,25,648,673
4923,2011-07-29,3,0,7,0,0,5,1,1,0.74,0.7121,0.79,0.1642,12,45,57
1543,2011-03-09,1,0,3,15,0,3,1,2,0.36,0.3333,0.71,0.2985,15,64,79
12638,2012-06-15,2,1,6,18,0,5,1,1,0.72,0.6515,0.39,0.2239,121,572,693
480,2011-01-22,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13
14442,2012-08-29,3,1,8,22,0,3,1,1,0.66,0.6212,0.54,0.0,50,185,235
6838,2011-10-17,4,0,10,11,0,1,1,1,0.56,0.5303,0.43,0.0,35,131,166
17121,2012-12-21,1,1,12,3,0,5,1,3,0.46,0.4545,0.94,0.3881,0,3,3
3847,2011-06-14,2,0,6,4,0,2,1,1,0.54,0.5152,0.6,0.2537,0,3,3
7608,2011-11-18,4,0,11,14,0,5,1,1,0.34,0.3333,0.31,0.1343,31,123,154
15886,2012-10-30,4,1,10,14,0,2,1,3,0.3,0.2727,0.81,0.3582,8,118,126
1070,2011-02-17,1,0,2,7,0,4,1,1,0.32,0.3333,0.57,0.1045,7,119,126
10040,2012-02-28,1,1,2,8,0,2,1,1,0.26,0.2424,0.48,0.2836,16,543,559
5169,2011-08-08,3,0,8,6,0,1,1,1,0.7,0.6515,0.65,0.2836,8,87,95
1010,2011-02-14,1,0,2,17,0,1,1,1,0.46,0.4545,0.33,0.6119,25,218,243
13726,2012-07-31,3,1,7,2,0,2,1,1,0.66,0.6061,0.83,0.1343,0,8,8
9887,2012-02-21,1,1,2,23,0,2,1,1,0.32,0.303,0.66,0.2239,1,46,47
10923,2012-04-05,2,1,4,6,0,4,1,1,0.36,0.3333,0.46,0.3284,8,118,126
9283,2012-01-27,1,1,1,16,0,5,1,1,0.44,0.4394,0.51,0.5522,26,241,267
14590,2012-09-05,3,1,9,2,0,3,1,1,0.7,0.6667,0.84,0.19399999999999998,0,9,9
12814,2012-06-23,3,1,6,2,0,6,0,2,0.64,0.5758,0.83,0.19399999999999998,18,75,93
12930,2012-06-27,3,1,6,22,0,3,1,1,0.72,0.6515,0.39,0.0896,52,245,297
9412,2012-02-02,1,1,2,1,0,4,1,2,0.46,0.4545,0.55,0.0,3,14,17
8968,2012-01-14,1,1,1,12,0,6,0,1,0.22,0.2121,0.41,0.2537,30,189,219
11469,2012-04-28,2,1,4,1,0,6,0,1,0.36,0.3333,0.5,0.2985,7,60,67
5526,2011-08-23,3,0,8,3,0,2,1,1,0.56,0.5303,0.52,0.2836,2,4,6
4046,2011-06-22,3,0,6,11,0,3,1,1,0.74,0.6970000000000001,0.7,0.1642,37,108,145
12432,2012-06-07,2,1,6,4,0,4,1,1,0.46,0.4545,0.88,0.1045,0,6,6
12134,2012-05-25,2,1,5,18,0,5,1,1,0.76,0.7121,0.62,0.19399999999999998,131,391,522
182,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28
13090,2012-07-04,3,1,7,14,1,3,0,1,0.9,0.8182,0.37,0.1642,190,357,547
16122,2012-11-09,4,1,11,11,0,5,1,1,0.4,0.4091,0.47,0.2985,66,185,251
4594,2011-07-15,3,0,7,7,0,5,1,1,0.64,0.6061,0.65,0.1045,17,257,274
5357,2011-08-16,3,0,8,2,0,2,1,1,0.62,0.5909,0.73,0.2239,1,3,4
1936,2011-03-26,2,0,3,10,0,6,0,1,0.26,0.2576,0.41,0.1642,32,93,125
11846,2012-05-13,2,1,5,18,0,0,0,2,0.68,0.6364,0.44,0.3582,129,260,389
5849,2011-09-06,3,0,9,4,0,2,1,2,0.54,0.5152,0.94,0.2985,1,3,4
5212,2011-08-10,3,0,8,1,0,3,1,1,0.72,0.6667,0.54,0.19399999999999998,7,10,17
11818,2012-05-12,2,1,5,14,0,6,0,1,0.66,0.6212,0.36,0.19399999999999998,257,358,615
5373,2011-08-16,3,0,8,18,0,2,1,1,0.76,0.6818,0.45,0.2239,54,516,570
5081,2011-08-04,3,0,8,14,0,4,1,1,0.8,0.7576,0.55,0.1642,53,114,167
2220,2011-04-07,2,0,4,8,0,4,1,1,0.36,0.3485,0.76,0.19399999999999998,23,291,314
10599,2012-03-22,2,1,3,17,0,4,1,1,0.66,0.6212,0.65,0.1642,154,656,810
14033,2012-08-12,3,1,8,21,0,0,0,1,0.72,0.6667,0.51,0.0896,78,142,220
10397,2012-03-14,1,1,3,7,0,3,1,1,0.44,0.4394,0.82,0.1045,20,348,368
12161,2012-05-26,2,1,5,21,0,6,0,2,0.72,0.6818,0.62,0.19399999999999998,100,151,251
2783,2011-04-30,2,0,4,20,0,6,0,1,0.44,0.4394,0.62,0.1343,65,159,224
3300,2011-05-22,2,0,5,9,0,0,0,1,0.62,0.6061,0.69,0.1045,59,130,189
946,2011-02-12,1,0,2,0,0,6,0,1,0.16,0.19699999999999998,0.69,0.0896,3,27,30
7451,2011-11-12,4,0,11,1,0,6,0,1,0.24,0.2424,0.6,0.1343,9,45,54
12555,2012-06-12,2,1,6,7,0,2,1,3,0.62,0.5606,0.88,0.2537,16,287,303
16062,2012-11-06,4,1,11,22,0,2,1,2,0.3,0.2879,0.56,0.2239,17,136,153
14047,2012-08-13,3,1,8,11,0,1,1,1,0.76,0.6818,0.4,0.0896,94,151,245
16998,2012-12-16,4,1,12,0,0,0,0,2,0.36,0.3788,0.62,0.0,8,102,110
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10
3034,2011-05-11,2,0,5,7,0,3,1,1,0.48,0.4697,0.72,0.19399999999999998,25,293,318
10925,2012-04-05,2,1,4,8,0,4,1,1,0.36,0.3485,0.46,0.2239,28,610,638
2048,2011-03-31,2,0,3,4,0,4,1,3,0.24,0.2273,0.93,0.2537,0,2,2
11079,2012-04-11,2,1,4,19,0,3,1,1,0.4,0.4091,0.4,0.3582,28,356,384
3433,2011-05-27,2,0,5,22,0,5,1,1,0.6,0.5758,0.78,0.1343,25,116,141
339,2011-01-15,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118
2757,2011-04-29,2,0,4,18,0,5,1,1,0.52,0.5,0.48,0.3582,55,384,439
11885,2012-05-15,2,1,5,9,0,2,1,2,0.58,0.5455,0.88,0.0896,28,327,355
824,2011-02-06,1,0,2,18,0,0,0,1,0.3,0.303,0.56,0.1642,13,65,78
15367,2012-10-07,4,1,10,11,0,0,0,2,0.42,0.4242,0.71,0.1045,76,260,336
3948,2011-06-18,2,0,6,9,0,6,0,1,0.7,0.6515,0.61,0.2239,62,156,218
12921,2012-06-27,3,1,6,13,0,3,1,1,0.8,0.6970000000000001,0.27,0.3284,77,244,321
12027,2012-05-21,2,1,5,7,0,1,1,3,0.56,0.5303,0.88,0.2985,7,146,153
5994,2011-09-12,3,0,9,7,0,1,1,1,0.58,0.5455,0.83,0.0,12,300,312
1020,2011-02-15,1,0,2,4,0,2,1,1,0.22,0.1818,0.37,0.5224,0,1,1
8670,2012-01-02,1,1,1,0,1,1,0,1,0.4,0.4091,0.4,0.4627,8,31,39
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35
4417,2011-07-07,3,0,7,22,0,4,1,1,0.74,0.6818,0.62,0.1642,32,150,182
5136,2011-08-06,3,0,8,21,0,6,0,2,0.7,0.6667,0.84,0.3284,28,86,114
4562,2011-07-13,3,0,7,23,0,3,1,1,0.66,0.6061,0.83,0.2537,33,83,116
4134,2011-06-26,3,0,6,3,0,0,0,1,0.6,0.6061,0.64,0.1045,12,22,34
8706,2012-01-03,1,1,1,13,0,2,1,1,0.18,0.1212,0.34,0.6567,5,68,73
4271,2011-07-01,3,0,7,20,0,5,1,1,0.72,0.6515,0.42,0.2239,84,185,269
